neuron_id,neuron_type,partner_id,connection_type
720575940630610042,DNp32,720575940659379073,upstream
720575940630610042,DNp32,720575940635527092,upstream
720575940630610042,DNp32,720575940631054634,upstream
720575940630610042,DNp32,720575940617825620,upstream
720575940630610042,DNp32,720575940631216524,upstream
720575940630610042,DNp32,720575940614667294,upstream
720575940630610042,DNp32,720575940624544748,upstream
720575940630610042,DNp32,720575940622843747,upstream
720575940630610042,DNp32,720575940630909970,upstream
720575940630610042,DNp32,720575940624099145,upstream
720575940630610042,DNp32,720575940615885766,upstream
720575940630610042,DNp32,720575940630903338,upstream
720575940630610042,DNp32,720575940630882263,upstream
720575940630610042,DNp32,720575940630853436,upstream
720575940630610042,DNp32,720575940636168048,upstream
720575940630610042,DNp32,720575940622784660,upstream
720575940630610042,DNp32,720575940597918344,upstream
720575940630610042,DNp32,720575940631327739,upstream
720575940630610042,DNp32,720575940630622250,upstream
720575940630610042,DNp32,720575940615798045,upstream
720575940630610042,DNp32,720575940605029036,upstream
720575940630610042,DNp32,720575940605019057,upstream
720575940630610042,DNp32,720575940607233458,upstream
720575940630610042,DNp32,720575940623233238,upstream
720575940630610042,DNp32,720575940618533265,upstream
720575940630610042,DNp32,720575940624199182,upstream
720575940630610042,DNp32,720575940618561445,upstream
720575940630610042,DNp32,720575940623217577,upstream
720575940630610042,DNp32,720575940634557335,upstream
720575940630610042,DNp32,720575940618649920,upstream
720575940630610042,DNp32,720575940614537618,upstream
720575940630610042,DNp32,720575940624320911,upstream
720575940630610042,DNp32,720575940625979993,upstream
720575940630610042,DNp32,720575940634708887,upstream
720575940630610042,DNp32,720575940659264385,upstream
720575940630610042,DNp32,720575940618694480,upstream
720575940630610042,DNp32,720575940634949311,upstream
720575940630610042,DNp32,720575940646436899,upstream
720575940630610042,DNp32,720575940623170231,upstream
720575940630610042,DNp32,720575940635055455,upstream
720575940630610042,DNp32,720575940646735156,upstream
720575940630610042,DNp32,720575940631462200,upstream
720575940630610042,DNp32,720575940631434541,upstream
720575940630610042,DNp32,720575940614136371,upstream
720575940630610042,DNp32,720575940596682666,upstream
720575940630610042,DNp32,720575940614698582,upstream
720575940630610042,DNp32,720575940620114171,upstream
720575940630610042,DNp32,720575940619434712,upstream
720575940630610042,DNp32,720575940629428992,upstream
720575940630610042,DNp32,720575940615211974,upstream
