neuron_id,neuron_type,partner_id,partner_type,connection_type
720575940619921488,SLP131,720575940611537611,unknown,upstream
720575940619921488,SLP131,720575940611514261,unknown,upstream
720575940619921488,SLP131,720575940610956334,unknown,upstream
720575940619921488,SLP131,720575940609592396,unknown,upstream
720575940619921488,SLP131,720575940610528921,unknown,upstream
720575940619921488,SLP131,720575940610504398,unknown,upstream
720575940619921488,SLP131,720575940610491694,unknown,upstream
720575940619921488,SLP131,720575940609981230,unknown,upstream
720575940619921488,SLP131,720575940609892164,unknown,upstream
720575940619921488,SLP131,720575940609835896,unknown,upstream
720575940619921488,SLP131,720575940609635315,unknown,upstream
720575940619921488,SLP131,720575940609627403,unknown,upstream
720575940619921488,SLP131,720575940617182779,unknown,upstream
720575940619921488,SLP131,720575940617251545,unknown,upstream
720575940619921488,SLP131,720575940617296601,unknown,upstream
720575940619921488,SLP131,720575940622021953,unknown,upstream
720575940619921488,SLP131,720575940623609067,unknown,upstream
720575940619921488,SLP131,720575940623594493,unknown,upstream
720575940619921488,SLP131,720575940623435701,unknown,upstream
720575940619921488,SLP131,720575940623413095,unknown,upstream
720575940619921488,SLP131,720575940623346783,unknown,upstream
720575940619921488,SLP131,720575940623179266,unknown,upstream
720575940619921488,SLP131,720575940623093941,unknown,upstream
720575940619921488,SLP131,720575940622899056,unknown,upstream
720575940619921488,SLP131,720575940622828780,unknown,upstream
720575940619921488,SLP131,720575940622780799,unknown,upstream
720575940619921488,SLP131,720575940622775443,unknown,upstream
720575940619921488,SLP131,720575940622738505,unknown,upstream
720575940619921488,SLP131,720575940622656536,unknown,upstream
720575940619921488,SLP131,720575940622568450,unknown,upstream
720575940619921488,SLP131,720575940622541005,unknown,upstream
720575940619921488,SLP131,720575940390813528,unknown,upstream
720575940619921488,SLP131,720575940622440820,unknown,upstream
720575940619921488,SLP131,720575940622403260,unknown,upstream
720575940619921488,SLP131,720575940622400648,unknown,upstream
720575940619921488,SLP131,720575940623709644,unknown,upstream
720575940619921488,SLP131,720575940623786376,unknown,upstream
720575940619921488,SLP131,720575940623806868,unknown,upstream
720575940619921488,SLP131,720575940624356756,unknown,upstream
720575940619921488,SLP131,720575940625478970,unknown,upstream
720575940619921488,SLP131,720575940625151769,unknown,upstream
720575940619921488,SLP131,720575940625013767,unknown,upstream
720575940619921488,SLP131,720575940624949379,unknown,upstream
720575940619921488,SLP131,720575940624562469,unknown,upstream
720575940619921488,SLP131,720575940624549913,unknown,upstream
720575940619921488,SLP131,720575940624549401,unknown,upstream
720575940619921488,SLP131,720575940624396268,unknown,upstream
720575940619921488,SLP131,720575940624173593,unknown,upstream
720575940619921488,SLP131,720575940623816967,unknown,upstream
720575940619921488,SLP131,720575940624104636,unknown,upstream
720575940619921488,SLP131,720575940624062777,unknown,upstream
720575940619921488,SLP131,720575940624054329,unknown,upstream
720575940619921488,SLP131,720575940624017812,unknown,upstream
720575940619921488,SLP131,720575940623957228,unknown,upstream
720575940619921488,SLP131,720575940623954019,unknown,upstream
720575940619921488,SLP131,720575940623920821,unknown,upstream
720575940619921488,SLP131,720575940623833863,unknown,upstream
720575940619921488,SLP131,720575940622151704,unknown,upstream
720575940619921488,SLP131,720575940621788125,unknown,upstream
720575940619921488,SLP131,720575940617467860,unknown,upstream
720575940619921488,SLP131,720575940621782329,unknown,upstream
720575940619921488,SLP131,720575940619808134,unknown,upstream
720575940619921488,SLP131,720575940619755758,unknown,upstream
720575940619921488,SLP131,720575940619730091,unknown,upstream
720575940619921488,SLP131,720575940619506881,unknown,upstream
